RESPID,EDUCATION,EDUCATION_TEXT,CARBONTAX,CLEANENERGY,CLEANELEC,MEDICAREALL,PUBLICOPTION,IMMIGRATION,FAMILYLEAVE,WEALTHTAX,DEPORTATIONS,MEDICVOUCHER,CARBONTAX_LLM,CLEANENERGY_LLM,CLEANELEC_LLM,MEDICAREALL_LLM,PUBLICOPTION_LLM,IMMIGRATION_LLM,FAMILYLEAVE_LLM,WEALTHTAX_LLM,DEPORTATIONS_LLM,MEDICVOUCHER_LLM
pid_982,5,College graduate/some postgrad,5,4,5,5,5,5,4,5,1,2,1,4,2,2,4,2,2,2,4,4
pid_983,5,Postgraduate,4,4,4,5,4,2,4,4,4,4,2,2,2,1,1,1,2,1,5,5
pid_984,3,"Some college, no degree",1,4,1,3,3,2,5,1,5,3,5,5,5,5,5,5,5,5,1,1
pid_985,3,"Some college, no degree",4,5,4,4,5,3,4,4,5,5,5,5,5,5,5,5,5,5,2,1
pid_986,3,"Some college, no degree",4,4,5,5,4,3,4,5,5,3,2,4,2,4,4,4,4,4,2,2
pid_987,5,Postgraduate,4,5,4,5,3,5,5,5,3,1,5,5,5,5,5,5,5,4,1,1
pid_988,5,College graduate/some postgrad,4,3,4,5,5,5,5,5,1,3,4,5,5,5,5,5,5,5,1,1
pid_989,5,Postgraduate,4,5,4,5,3,5,5,5,1,5,4,5,5,4,4,4,4,4,2,1
pid_990,5,College graduate/some postgrad,5,4,4,5,4,5,5,5,2,3,5,5,5,5,5,5,5,5,1,1
pid_991,5,Postgraduate,4,5,4,5,4,5,5,5,1,4,4,5,4,5,5,5,5,5,1,1
pid_992,5,Postgraduate,2,2,3,4,4,2,4,3,3,2,4,5,5,5,5,4,5,5,1,1
pid_993,3,"Some college, no degree",4,3,3,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,1,1
pid_994,5,College graduate/some postgrad,4,5,3,4,1,3,5,1,1,3,4,4,4,4,4,4,5,5,2,2
pid_995,3,"Some college, no degree",2,3,3,4,5,5,3,5,4,3,2,2,1,2,4,2,2,1,5,4
pid_996,5,College graduate/some postgrad,4,4,4,4,4,5,5,5,3,4,3,4,4,2,4,4,4,2,4,4
pid_997,3,"Some college, no degree",5,4,5,5,5,4,5,4,5,4,4,5,5,4,4,5,5,4,1,1
pid_998,5,Postgraduate,4,5,4,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,1,1
pid_999,1,Less than high school,4,3,4,5,3,3,3,5,5,3,2,4,4,2,2,4,4,2,4,2
pid_1000,2,High school graduate,1,1,1,2,4,2,3,4,5,3,2,2,2,4,4,4,4,5,5,2
pid_1001,1,Less than high school,4,4,5,5,3,5,5,5,1,2,2,2,1,2,2,2,2,1,5,5
pid_1002,3,"Some college, no degree",5,5,5,5,3,4,5,5,2,3,2,4,2,2,4,4,4,2,4,4
pid_1003,3,Associate's degree,3,3,3,5,4,3,5,5,2,3,1,2,2,1,2,2,2,1,5,2
pid_1004,3,"Some college, no degree",4,4,5,2,5,5,5,5,3,4,2,4,2,4,4,4,4,4,4,1
pid_1005,5,College graduate/some postgrad,1,1,1,1,5,3,1,1,3,3,5,5,5,5,5,5,5,5,1,1
pid_1006,5,College graduate/some postgrad,3,3,4,3,4,5,5,5,1,3,2,4,2,1,2,2,4,2,5,4
pid_1007,2,High school graduate,1,3,3,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,1,2
pid_1008,3,"Some college, no degree",4,4,5,5,2,5,5,5,2,4,4,4,4,4,4,4,4,4,2,1
pid_1009,3,"Some college, no degree",5,5,5,5,5,5,5,5,1,1,4,5,4,5,5,5,5,5,1,1
pid_1010,5,Postgraduate,4,5,4,5,5,5,5,5,1,1,4,4,4,4,4,5,5,4,1,1
pid_1011,5,Postgraduate,4,1,2,1,1,2,2,1,5,2,4,5,4,4,4,4,5,4,1,1
pid_1012,5,College graduate/some postgrad,5,5,3,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,1
pid_1013,5,College graduate/some postgrad,3,4,3,2,4,1,5,5,4,3,5,5,5,5,5,5,5,5,1,1
pid_1014,5,Postgraduate,5,5,5,5,5,5,5,5,2,5,4,5,5,4,4,5,5,4,2,1
pid_1015,3,Associate's degree,5,2,3,5,1,5,3,5,3,1,5,5,5,5,5,5,5,5,1,1
pid_1016,3,Associate's degree,1,2,1,1,3,3,1,1,4,3,4,5,5,5,5,5,5,5,1,1
pid_1017,3,Associate's degree,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,1,1
pid_1018,5,College graduate/some postgrad,4,4,4,3,3,5,5,5,1,3,5,5,5,5,5,5,5,5,1,1
pid_1019,5,Postgraduate,3,3,3,3,3,3,3,3,3,3,2,4,2,4,4,4,5,4,2,1
pid_1020,5,Postgraduate,3,4,4,5,5,5,5,5,1,3,5,5,5,5,5,5,5,5,1,1
pid_1021,5,Postgraduate,4,5,4,5,3,5,5,5,1,3,4,5,4,5,5,5,5,5,1,1
pid_1022,2,High school graduate,1,3,3,2,5,4,2,1,5,4,5,5,5,5,5,5,5,5,1,1
pid_1023,2,High school graduate,5,5,5,4,5,5,5,5,2,5,2,4,4,4,4,4,5,4,2,2
pid_1024,5,Postgraduate,5,4,5,5,4,5,4,5,5,5,1,1,1,1,1,1,1,1,5,5
pid_1025,3,"Some college, no degree",4,3,4,4,4,4,3,4,3,4,4,5,4,5,5,5,5,5,1,1
pid_1026,5,College graduate/some postgrad,5,5,5,5,5,5,5,5,1,1,4,5,4,4,4,4,5,4,2,1
pid_1027,2,High school graduate,2,4,4,5,4,1,5,5,5,4,4,5,4,5,5,5,5,5,1,1
pid_1028,2,High school graduate,3,3,4,4,4,5,1,3,4,4,4,5,5,5,5,5,5,5,1,1
pid_1029,3,Associate's degree,4,3,5,3,5,5,5,5,3,5,2,5,4,5,5,5,5,5,1,1
pid_1030,2,High school graduate,3,2,4,3,4,4,5,2,2,4,2,2,2,4,4,2,4,2,5,2
pid_1031,5,Postgraduate,4,4,4,4,4,5,5,5,3,4,4,4,4,4,4,5,5,4,2,1
pid_1032,3,"Some college, no degree",3,3,4,2,2,1,4,4,5,4,4,5,4,4,4,4,5,4,1,1
pid_1033,3,Associate's degree,5,3,5,5,5,5,5,5,2,1,5,5,5,5,5,5,5,5,1,1
pid_1034,2,High school graduate,4,5,4,5,5,5,4,5,4,1,5,5,5,5,5,5,5,5,1,1
pid_1035,2,High school graduate,2,2,3,1,4,2,3,2,3,4,2,2,1,1,2,2,2,1,5,4
pid_1036,5,Postgraduate,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1
pid_1037,3,"Some college, no degree",4,5,4,4,5,4,3,4,5,4,1,2,2,1,2,2,4,1,4,4
pid_1038,5,College graduate/some postgrad,4,5,4,5,4,4,5,5,4,5,4,5,5,4,4,5,4,4,2,4
pid_1039,3,Associate's degree,3,2,2,3,3,3,4,3,3,4,5,5,5,5,5,5,5,5,1,1
pid_1040,5,College graduate/some postgrad,5,5,5,5,5,5,5,5,1,2,5,5,5,5,5,5,5,5,1,1
pid_1041,3,Associate's degree,3,3,3,3,4,3,4,2,4,4,5,5,5,5,5,5,5,5,1,1
pid_1042,5,Postgraduate,4,4,4,4,4,4,5,4,3,4,4,2,4,2,2,2,4,2,4,4
pid_1043,3,Associate's degree,3,3,4,5,4,4,5,5,5,3,1,4,2,2,2,2,4,1,5,4
pid_1044,3,"Some college, no degree",3,3,4,4,4,3,4,4,3,4,2,2,2,1,2,2,2,1,5,4
pid_1045,5,College graduate/some postgrad,5,5,5,5,5,5,5,3,1,3,2,5,4,5,5,4,5,5,2,1
pid_1046,3,"Some college, no degree",4,4,4,4,4,5,5,5,2,3,2,4,2,2,2,4,2,1,4,4
pid_1047,5,Postgraduate,3,2,2,3,4,1,4,2,4,4,2,4,2,1,4,4,4,4,4,2
pid_1048,2,High school graduate,5,5,5,5,1,5,5,5,1,1,4,4,4,4,4,4,4,4,4,2
pid_1049,5,College graduate/some postgrad,4,2,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,1,1
pid_1050,5,Postgraduate,1,2,3,2,1,2,5,1,5,4,4,5,5,5,5,5,5,5,1,1
pid_1051,3,"Some college, no degree",5,5,4,4,5,5,5,5,1,1,5,5,5,5,5,5,5,5,1,1
pid_1052,5,College graduate/some postgrad,2,3,2,3,4,4,4,3,2,2,5,5,5,5,5,5,5,5,1,1
pid_1053,5,College graduate/some postgrad,4,4,5,4,4,4,5,5,3,3,5,5,5,4,4,5,5,4,2,1
pid_1054,5,College graduate/some postgrad,5,5,5,5,4,5,5,5,1,1,4,5,4,4,5,4,5,4,2,1
pid_1055,5,Postgraduate,3,2,1,3,3,1,4,5,5,3,5,5,5,5,5,5,5,5,1,1
pid_1056,3,Associate's degree,5,4,5,5,4,5,5,5,1,2,5,5,5,5,5,5,5,5,1,1
pid_1057,5,Postgraduate,4,4,5,5,4,5,3,4,3,2,5,5,5,5,5,5,5,5,1,1
pid_1058,3,"Some college, no degree",5,4,4,5,4,4,4,5,3,5,5,5,5,5,5,5,5,5,1,1
pid_1059,3,"Some college, no degree",5,5,5,5,4,5,5,5,1,2,1,2,1,1,2,1,1,1,5,5
pid_1060,5,College graduate/some postgrad,3,3,4,4,4,4,5,5,4,3,5,5,5,5,5,5,5,5,1,1
pid_1061,5,College graduate/some postgrad,5,3,5,4,4,5,3,4,1,1,4,5,5,5,5,5,5,5,1,1
pid_1062,3,Associate's degree,4,5,4,5,5,4,5,5,2,3,2,2,2,2,2,2,2,1,5,4
pid_1063,5,College graduate/some postgrad,5,4,5,5,4,5,5,5,3,1,4,4,4,4,4,4,4,4,2,2
pid_1064,5,College graduate/some postgrad,4,4,5,5,5,5,4,5,3,4,5,5,5,5,5,5,5,5,1,1
pid_1065,3,"Some college, no degree",2,2,3,2,4,2,4,5,5,3,1,2,2,2,2,4,2,2,5,4
pid_1066,3,"Some college, no degree",2,3,2,4,4,2,5,4,4,3,1,2,1,2,2,2,2,1,5,4
pid_1067,2,High school graduate,4,4,5,5,3,1,5,5,5,3,2,5,4,1,2,2,2,1,5,5
pid_1068,5,College graduate/some postgrad,3,2,2,4,4,4,4,4,2,3,1,2,1,1,2,2,1,1,5,5
pid_1069,5,College graduate/some postgrad,5,4,5,4,5,5,3,5,2,3,1,4,1,1,1,2,2,1,5,2
pid_1070,3,Associate's degree,4,4,4,5,5,1,5,5,5,5,2,4,4,5,4,4,4,4,2,2
pid_1071,3,"Some college, no degree",1,3,3,1,4,1,3,1,5,5,4,5,4,5,5,5,5,5,1,1
pid_1072,2,High school graduate,2,2,3,2,2,1,3,4,5,4,4,5,5,5,5,5,5,5,1,1
pid_1073,3,"Some college, no degree",4,4,4,4,4,3,5,5,3,3,4,4,4,5,5,5,5,5,1,1
pid_1074,3,"Some college, no degree",2,3,4,5,5,4,4,3,3,3,1,2,1,1,1,1,2,1,5,5
pid_1075,3,"Some college, no degree",5,4,5,5,5,5,4,5,1,1,4,5,4,4,4,4,4,4,1,2
pid_1076,5,College graduate/some postgrad,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,1
pid_1077,5,College graduate/some postgrad,2,4,4,2,4,2,4,2,4,4,2,4,2,1,2,2,4,1,4,4
pid_1078,5,College graduate/some postgrad,1,2,2,4,4,2,2,4,5,4,5,5,5,5,5,5,5,5,1,1
pid_1079,5,College graduate/some postgrad,5,5,4,5,4,5,5,5,1,4,4,5,4,5,5,5,5,5,1,1
pid_1080,5,College graduate/some postgrad,3,4,4,4,4,5,4,5,3,4,5,5,5,5,5,5,5,5,1,1
pid_1081,5,College graduate/some postgrad,4,4,4,5,3,5,5,5,1,1,5,5,5,5,5,5,5,5,1,1
pid_1082,2,High school graduate,4,3,5,4,5,4,3,4,2,3,1,4,1,2,2,2,4,4,4,1
pid_1083,5,Postgraduate,5,5,5,5,4,5,5,5,1,5,4,5,4,4,4,4,4,4,2,4
pid_1084,3,"Some college, no degree",4,3,5,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,1,1
pid_1085,3,"Some college, no degree",4,5,4,5,4,5,5,5,1,4,5,5,5,5,5,5,5,5,1,1
pid_1086,3,"Some college, no degree",4,4,5,5,4,4,3,2,2,2,4,5,5,5,5,5,5,5,1,1
pid_1087,5,Postgraduate,4,5,4,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,1,1
pid_1088,3,Associate's degree,5,4,4,4,5,5,5,5,3,2,4,5,5,5,5,5,5,5,1,1
pid_1089,3,"Some college, no degree",5,5,5,5,5,5,3,5,3,3,4,5,5,5,5,5,5,5,1,1
pid_1090,3,"Some college, no degree",4,5,5,5,5,3,5,5,5,5,4,5,4,5,5,5,5,5,1,1
pid_1091,5,College graduate/some postgrad,4,4,3,4,3,5,5,3,3,4,1,2,2,1,2,4,4,2,4,1
pid_1092,5,College graduate/some postgrad,2,4,2,3,4,4,4,3,4,4,5,5,5,5,5,5,5,5,1,1
pid_1093,2,High school graduate,4,3,4,2,4,2,3,5,5,2,2,2,2,2,4,2,4,4,4,1
pid_1094,5,College graduate/some postgrad,5,4,5,4,3,4,3,5,3,2,4,5,5,5,5,5,5,5,1,1
pid_1095,2,High school graduate,5,5,4,3,4,4,5,5,3,5,4,4,4,4,4,4,4,4,4,4
pid_1096,3,"Some college, no degree",3,4,3,3,4,4,4,5,5,4,4,4,4,5,5,4,5,5,2,1
pid_1097,5,College graduate/some postgrad,3,4,3,5,4,5,5,5,1,4,2,4,4,4,5,5,5,4,1,2
pid_1098,5,College graduate/some postgrad,3,2,1,1,3,1,2,2,5,3,5,5,5,5,5,5,5,5,1,1
pid_1099,5,Postgraduate,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,1,1
pid_1100,3,"Some college, no degree",5,5,5,5,1,5,5,5,3,5,5,5,5,5,5,5,5,5,1,1
pid_1101,3,"Some college, no degree",3,4,4,4,3,3,5,5,5,3,5,5,5,5,5,5,5,5,1,1
pid_1102,2,High school graduate,1,2,2,2,3,1,2,1,5,4,4,5,5,5,5,5,5,5,1,1
pid_1103,3,"Some college, no degree",3,4,3,5,3,1,5,5,5,3,5,5,5,5,5,5,5,5,1,1
pid_1104,3,"Some college, no degree",2,3,2,2,4,3,5,3,4,4,1,4,2,1,4,2,4,4,4,2
pid_1105,3,"Some college, no degree",4,2,3,4,5,4,5,5,5,2,4,5,5,5,5,5,5,5,1,1
pid_1106,5,College graduate/some postgrad,3,2,4,5,4,3,5,5,3,5,4,5,4,1,1,2,4,1,5,4
pid_1107,5,Postgraduate,3,3,3,3,4,3,3,3,4,3,4,4,4,5,5,5,5,4,2,1
pid_1108,3,Associate's degree,1,1,1,1,4,4,2,1,5,4,2,2,1,1,2,2,4,1,4,4
pid_1109,3,"Some college, no degree",4,4,5,4,4,4,5,5,5,4,2,2,2,1,2,1,2,1,5,4
pid_1110,5,Postgraduate,2,1,2,2,4,2,4,2,4,4,2,2,2,1,2,2,2,1,5,5
pid_1111,3,"Some college, no degree",5,4,4,3,4,4,5,5,5,4,5,5,5,5,5,5,5,5,1,1
pid_1112,3,Associate's degree,5,4,5,5,5,5,5,5,4,1,2,5,4,5,5,5,5,5,1,1
pid_1113,5,Postgraduate,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,1,1
pid_1114,5,College graduate/some postgrad,5,3,5,4,5,5,5,5,4,4,4,4,5,3,4,4,4,4,2,4
pid_1115,3,"Some college, no degree",4,5,5,5,5,5,5,5,5,5,2,4,2,2,4,4,4,4,4,2
pid_1116,1,Less than high school,5,5,5,4,5,4,5,5,3,4,2,5,2,5,4,4,5,4,1,2
pid_1117,5,Postgraduate,1,3,2,1,4,2,3,1,5,3,5,5,5,5,5,5,5,5,1,1
pid_1118,5,College graduate/some postgrad,3,3,4,4,5,3,4,4,3,4,4,5,4,5,5,5,5,5,1,1
pid_1119,2,High school graduate,3,4,3,5,5,3,4,4,3,3,2,4,4,4,4,4,5,5,2,2
pid_1120,3,"Some college, no degree",2,3,3,2,4,2,4,4,5,3,4,4,4,4,4,4,4,4,2,2
pid_1121,3,Associate's degree,4,2,3,3,5,3,4,4,4,4,4,5,4,5,5,5,5,5,1,1
pid_1122,5,College graduate/some postgrad,5,3,5,5,3,4,5,5,3,1,2,2,2,2,2,4,2,1,5,5
pid_1123,5,College graduate/some postgrad,4,3,3,4,4,4,4,4,3,3,2,4,2,2,4,4,4,2,4,4
pid_1124,3,"Some college, no degree",2,3,3,4,4,2,2,4,4,3,4,5,5,5,5,5,5,5,1,1
pid_1125,5,College graduate/some postgrad,3,3,4,4,4,3,4,5,5,4,5,5,5,5,5,5,5,5,1,1
pid_1126,3,"Some college, no degree",4,3,4,2,3,1,3,5,5,3,5,5,4,2,4,4,4,4,2,4
pid_1127,3,"Some college, no degree",4,4,4,5,4,4,4,4,3,4,5,5,5,5,5,5,5,5,1,1
pid_1128,5,College graduate/some postgrad,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,1
pid_1129,5,College graduate/some postgrad,4,4,4,5,4,4,4,4,4,4,1,2,1,1,1,2,2,1,5,5
pid_1130,5,College graduate/some postgrad,1,2,2,2,2,1,5,1,5,4,5,5,5,5,5,5,5,5,1,1
pid_1131,5,College graduate/some postgrad,4,3,2,5,5,4,1,2,3,2,2,4,2,4,4,4,4,4,4,2
pid_1132,5,Postgraduate,2,5,4,5,1,4,5,5,5,1,4,4,4,4,4,4,4,4,2,2
pid_1133,5,College graduate/some postgrad,4,3,2,3,4,4,4,4,3,4,2,4,2,2,4,4,4,2,4,1
pid_1134,5,College graduate/some postgrad,4,4,5,5,5,5,5,5,2,3,4,5,4,5,5,5,5,5,1,1
pid_1135,3,"Some college, no degree",1,1,1,1,5,1,2,1,5,5,2,4,2,2,2,2,2,1,5,5
pid_1136,3,"Some college, no degree",4,1,3,1,3,1,4,4,5,3,2,4,2,1,2,4,4,1,4,4
pid_1137,5,Postgraduate,3,5,4,4,4,5,5,2,1,1,4,4,4,5,5,4,4,5,5,1
pid_1138,5,College graduate/some postgrad,1,1,1,1,3,1,1,1,5,4,1,2,1,1,1,1,2,1,5,5
pid_1139,5,College graduate/some postgrad,3,4,5,4,4,5,5,4,3,4,5,5,5,5,5,5,5,5,1,1
pid_1140,5,College graduate/some postgrad,4,4,4,5,5,2,5,4,5,5,4,5,4,4,4,4,4,4,1,2
pid_1141,5,College graduate/some postgrad,2,2,2,2,4,1,4,1,5,4,4,5,4,4,4,4,4,4,2,4
pid_1142,2,High school graduate,3,4,4,4,3,5,3,5,2,1,1,2,1,4,4,2,4,4,4,1
pid_1143,5,Postgraduate,1,3,2,4,5,4,3,2,4,3,4,4,4,4,4,4,4,4,2,1
pid_1144,3,"Some college, no degree",4,5,5,4,5,5,2,5,4,5,1,2,1,1,2,4,4,1,5,4
pid_1145,5,College graduate/some postgrad,2,3,3,2,2,3,3,2,4,3,4,4,4,4,4,4,4,4,1,2
pid_1146,3,"Some college, no degree",3,4,3,5,5,3,4,5,4,4,3,4,4,4,4,4,4,4,2,4
pid_1147,3,Associate's degree,1,1,2,5,4,1,1,3,5,2,5,5,5,5,5,5,5,5,1,1
pid_1148,5,College graduate/some postgrad,4,4,5,5,3,5,5,4,3,2,1,1,2,1,1,2,2,1,5,5
pid_1149,3,"Some college, no degree",5,5,5,5,4,5,5,5,1,4,5,5,5,5,5,5,5,5,1,1
pid_1150,2,High school graduate,3,4,5,5,5,5,5,3,5,5,4,5,4,5,5,5,5,5,1,1
pid_1151,3,"Some college, no degree",1,1,1,2,2,1,5,1,5,5,1,1,1,1,1,1,2,1,5,5
pid_1152,1,Less than high school,4,4,5,5,5,5,5,5,1,3,2,4,4,4,4,4,4,2,4,4
pid_1153,5,College graduate/some postgrad,5,5,5,5,5,5,5,5,1,1,4,4,4,4,4,4,4,4,2,2
pid_1154,3,"Some college, no degree",4,3,4,5,4,1,5,3,5,5,4,5,5,5,5,5,5,5,1,1
pid_1155,5,College graduate/some postgrad,4,1,1,1,3,2,1,1,5,3,5,5,5,5,5,5,5,5,1,1
pid_1156,5,Postgraduate,4,3,3,4,4,3,4,3,2,3,5,5,5,5,5,5,5,5,1,1
pid_1157,3,"Some college, no degree",3,3,3,5,5,5,5,3,1,2,4,5,4,4,4,5,4,4,2,1
pid_1158,2,High school graduate,4,4,5,5,4,5,5,5,1,2,2,4,2,4,4,4,4,4,2,2
pid_1159,5,College graduate/some postgrad,2,4,4,4,5,3,4,5,5,3,5,5,5,5,5,5,5,5,1,1
pid_1160,3,"Some college, no degree",5,4,5,5,5,4,5,3,3,5,2,2,2,2,4,4,2,4,5,4
pid_1161,5,College graduate/some postgrad,1,1,1,1,1,3,5,3,5,3,4,4,4,4,4,4,5,4,2,1
pid_1162,5,College graduate/some postgrad,4,3,4,5,5,4,5,5,3,3,4,4,4,2,4,4,4,2,4,4
pid_1163,2,High school graduate,4,5,5,5,4,5,5,5,2,5,1,2,1,4,4,1,2,1,5,4
pid_1164,5,Postgraduate,4,3,5,4,4,5,5,5,1,4,5,5,5,5,5,5,5,5,1,1
pid_1165,5,College graduate/some postgrad,5,5,5,5,5,5,5,5,1,1,4,4,4,4,4,4,5,4,2,1
pid_1166,3,"Some college, no degree",4,5,5,5,5,5,5,5,1,3,5,5,5,5,5,5,5,5,1,1
pid_1167,2,High school graduate,2,3,2,3,3,4,4,3,5,4,5,5,5,5,5,5,5,5,1,1
pid_1168,5,College graduate/some postgrad,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,1,1
pid_1169,3,"Some college, no degree",5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,1,1
pid_1170,3,"Some college, no degree",3,3,3,4,3,3,5,3,3,3,4,4,4,4,4,4,5,4,2,2
pid_1171,3,"Some college, no degree",2,3,2,5,4,1,1,5,5,4,4,5,5,4,4,4,5,5,2,2
pid_1172,5,College graduate/some postgrad,3,4,4,5,5,3,5,5,2,5,2,4,2,2,4,2,4,2,4,4
pid_1173,5,College graduate/some postgrad,2,4,4,5,4,4,5,4,5,4,4,5,4,5,5,5,5,5,1,1
pid_1174,5,College graduate/some postgrad,4,3,3,5,5,4,4,3,4,5,4,5,5,5,4,4,5,5,2,1
pid_1175,3,Associate's degree,1,4,2,1,4,2,4,1,5,5,5,5,5,5,5,5,5,5,1,1
pid_1176,3,"Some college, no degree",5,4,5,5,5,5,5,5,1,4,4,5,5,5,5,5,5,5,1,1
pid_1177,5,College graduate/some postgrad,1,2,2,1,4,4,2,1,5,3,2,4,2,2,4,4,4,2,4,2
pid_1178,5,College graduate/some postgrad,5,5,4,5,4,5,5,5,2,5,4,5,5,5,5,5,5,5,1,1
pid_1179,5,Postgraduate,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,1,1
pid_1180,3,"Some college, no degree",3,4,4,5,5,5,5,5,3,5,4,5,4,5,5,5,5,5,1,1
pid_1181,5,Postgraduate,4,5,4,5,1,5,5,5,2,1,5,5,5,5,5,5,5,5,1,1
pid_1182,2,High school graduate,4,4,4,4,4,5,5,3,1,1,1,2,1,1,2,1,1,1,5,5
pid_1183,5,College graduate/some postgrad,4,4,4,5,4,3,5,5,3,3,1,4,1,2,2,2,2,4,5,2
pid_1184,2,High school graduate,2,3,1,3,3,1,4,5,3,3,4,5,5,5,5,5,5,5,1,1
pid_1185,5,College graduate/some postgrad,1,2,1,1,3,1,3,1,5,5,4,5,4,5,4,5,5,5,1,1
pid_1186,3,"Some college, no degree",5,5,5,5,5,5,5,3,1,4,2,4,2,4,4,4,4,4,2,2
pid_1187,3,"Some college, no degree",4,4,4,4,4,5,4,5,2,1,4,4,4,5,4,5,5,4,1,1
pid_1188,3,"Some college, no degree",4,4,5,4,5,5,5,5,1,3,5,5,5,5,5,5,5,5,1,1
pid_1189,2,High school graduate,2,1,1,2,3,1,4,4,5,3,4,5,5,5,5,5,5,5,1,1
pid_1190,3,Associate's degree,2,3,4,3,5,1,5,2,5,1,4,5,4,5,5,5,5,5,1,1
pid_1191,2,High school graduate,2,4,4,3,4,5,5,4,4,4,5,5,5,4,5,4,4,5,4,1
pid_1192,3,"Some college, no degree",5,4,4,5,4,5,4,4,5,4,2,4,2,4,4,4,4,4,2,2
pid_1193,5,College graduate/some postgrad,5,5,5,5,5,5,5,5,5,5,1,2,2,1,2,2,2,1,5,4
pid_1194,5,College graduate/some postgrad,1,3,5,5,5,5,5,5,3,3,4,5,5,5,5,5,5,5,1,1
pid_1195,5,College graduate/some postgrad,3,3,3,5,4,4,3,5,3,4,5,5,5,5,5,5,5,5,1,1
pid_1196,5,College graduate/some postgrad,4,3,4,3,4,3,5,5,4,4,4,5,4,4,4,4,4,4,2,2
pid_1197,3,Associate's degree,3,4,4,5,4,5,4,3,3,3,2,4,2,1,2,4,4,1,4,4
pid_1198,3,Associate's degree,1,1,1,1,1,1,1,1,5,4,1,4,1,1,2,2,4,1,5,5
pid_1199,5,Postgraduate,4,5,4,2,4,2,5,5,5,4,5,5,5,5,5,5,5,5,1,1
pid_1200,5,Postgraduate,1,3,1,1,1,1,5,1,5,5,2,4,2,2,4,3,2,1,4,4
pid_1201,5,College graduate/some postgrad,5,5,4,5,3,1,5,5,5,5,2,4,2,4,4,4,4,4,2,1
pid_1202,5,Postgraduate,4,2,4,2,4,4,4,2,4,3,1,1,1,1,1,1,2,1,5,5
pid_1203,5,College graduate/some postgrad,1,3,1,2,3,2,2,3,5,4,1,1,1,1,2,2,2,1,5,5
pid_1204,5,Postgraduate,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,1,1
pid_1205,3,"Some college, no degree",4,4,4,1,4,3,4,4,5,4,4,5,4,5,5,4,4,4,2,2
pid_1206,2,High school graduate,4,3,5,5,3,5,5,4,1,3,2,4,2,2,2,4,2,2,4,1
pid_1207,5,Postgraduate,3,4,1,1,3,3,4,3,4,5,4,5,4,5,5,5,5,5,1,1
pid_1208,5,College graduate/some postgrad,2,2,2,2,4,2,3,3,5,3,4,4,4,1,2,1,2,1,5,5
pid_1209,2,High school graduate,4,4,4,4,4,3,4,5,3,3,5,5,5,5,5,5,5,5,1,1
pid_1210,5,College graduate/some postgrad,5,5,3,5,5,5,5,5,3,1,1,2,2,1,2,2,4,1,4,4
pid_1211,3,Associate's degree,4,3,5,4,4,3,4,5,3,5,5,5,5,5,5,5,5,5,1,1
pid_1212,3,Associate's degree,4,2,4,2,4,5,5,3,2,4,1,2,2,2,2,4,4,1,5,5
pid_1213,5,College graduate/some postgrad,5,3,5,3,4,3,4,5,3,3,5,5,5,5,5,5,5,5,1,1
pid_1214,3,"Some college, no degree",3,3,4,4,4,2,2,4,4,2,2,4,2,2,4,4,4,2,4,4
pid_1215,5,Postgraduate,5,5,5,4,4,1,2,1,4,4,4,4,4,4,4,4,4,4,2,2
pid_1216,5,College graduate/some postgrad,4,3,4,4,4,4,5,2,4,5,1,4,2,1,4,4,4,1,4,4
pid_1217,3,Associate's degree,5,2,5,5,4,2,4,5,5,4,4,5,5,5,5,5,5,5,1,1
pid_1218,3,"Some college, no degree",4,4,4,4,4,3,4,5,3,3,1,2,2,1,2,2,2,1,5,5
pid_1219,2,High school graduate,3,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,2,2
pid_1220,2,High school graduate,1,2,1,1,3,1,2,1,5,3,2,4,2,4,4,4,4,4,2,1
pid_1221,3,Associate's degree,4,4,4,3,3,4,4,3,4,4,4,5,5,5,5,5,5,5,1,1
pid_1222,3,"Some college, no degree",2,2,2,4,5,4,4,2,4,4,4,4,4,5,5,5,5,5,1,1
pid_1223,5,Postgraduate,2,2,2,2,4,4,1,1,4,3,5,5,5,5,5,5,5,5,1,1
